user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016707885.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__						GCF_003367235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp003367235	89.68	0.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	taxonomic classification defined by topology and ANI		GCF_009768975.1, s__Sphingorhabdus_B lacus, 95.0, 78.35, 0.3; GCF_007280415.1, s__Sphingorhabdus_B contaminans, 95.0, 78.22, 0.26; GCA_013823985.1, s__Sphingorhabdus_B sp013823985, 95.0, 78.06, 0.3; GCA_002282385.1, s__Sphingorhabdus_B sp002282385, 95.0, 78.0, 0.28; GCF_014196595.1, s__Sphingorhabdus_B rigui, 95.0, 77.87, 0.25; GCF_009769755.1, s__Sphingorhabdus_B profundilacus, 95.0, 77.81, 0.28; GCA_002479765.1, s__Sphingorhabdus_B sp002479765, 95.0, 77.75, 0.28; GCA_013297725.1, s__Sphingorhabdus_B sp013297725, 95.0, 77.68, 0.3; GCA_002255985.1, s__Sphingorhabdus_B sp002255985, 95.0, 77.53, 0.2; GCF_003933235.1, s__Sphingorhabdus_B wooponensis, 95.0, 77.51, 0.23; GCA_001464315.1, s__Sphingorhabdus_B sp001464315, 95.0, 77.46, 0.26; GCA_002299895.1, s__Sphingorhabdus_B sp002299895, 95.0, 77.3, 0.25; GCA_002299195.1, s__Sphingorhabdus_B sp002299195, 95.0, 77.27, 0.29; GCA_002278855.1, s__Sphingorhabdus_B sp002278855, 95.0, 77.12, 0.23; GCA_903821685.1, s__Sphingorhabdus_B sp903821685, 95.0, 77.03, 0.22; GCF_001889025.1, s__Sphingorhabdus_B sp001889025, 95.0, 76.98, 0.05; GCA_903868245.1, s__Sphingorhabdus_B sp903868245, 95.0, 76.87, 0.26; GCA_012032285.1, s__Sphingorhabdus_B sp012032285, 95.0, 76.84, 0.15	97.82	11	0.994259962	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707895.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__											d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	taxonomic novelty determined using RED			93.33	11	0.894646731	
GCA_016707905.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__	taxonomic novelty determined using RED			90.09	11	0.89206184	
GCA_016707915.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__						GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.4	0.21	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI			83.9	11	0.86255119	
GCA_016707955.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__	taxonomic classification fully defined by topology			95.1	11	0.857859451	
GCA_016707985.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__						GCA_002840845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__UTPRO2 sp002840845	85.29	0.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__	taxonomic classification defined by topology and ANI		GCA_003105015.1, s__UTPRO2 sp003105015, 95.0, 88.61, 0.77; GCA_011526165.1, s__UTPRO2 sp011526165, 95.0, 87.92, 0.75; GCA_008933825.1, s__UTPRO2 sp008933825, 95.0, 87.19, 0.72; GCA_002066955.1, s__UTPRO2 sp002066955, 95.0, 86.63, 0.77	96.98	11	0.953542796	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707995.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED			91.48	11	0.66910425	
GCA_016708015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ANI		GCA_903824785.1, s__LD21 sp903824785, 95.0, 78.06, 0.2; GCA_003141715.1, s__LD21 sp003141715, 95.0, 77.71, 0.18; GCA_003141495.1, s__LD21 sp003141495, 95.0, 77.63, 0.19; GCA_003141895.1, s__LD21 sp003141895, 95.0, 77.55, 0.18; GCA_003162595.1, s__LD21 sp003162595, 95.0, 77.46, 0.17; GCA_003142255.1, s__LD21 sp003142255, 95.0, 77.44, 0.12; GCA_903844815.1, s__LD21 sp903844815, 95.0, 77.42, 0.14; GCA_003141525.1, s__LD21 sp003141525, 95.0, 77.4, 0.18; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.31, 0.16; GCA_001768195.1, s__LD21 sp001768195, 95.0, 77.31, 0.14; GCA_003157015.1, s__LD21 sp003157015, 95.0, 77.27, 0.16; GCA_003141415.1, s__LD21 sp003141415, 95.0, 77.16, 0.18; GCA_003157075.1, s__LD21 sp003157075, 95.0, 76.89, 0.12; GCA_012729475.1, s__LD21 sp012729475, 95.0, 76.86, 0.08; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.78, 0.11; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.74, 0.06; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.59, 0.11; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.57, 0.12; GCA_002428385.1, s__LD21 sp002428385, 95.0, 76.4, 0.08; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.39, 0.08; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.36, 0.08; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.36, 0.1; GCA_009877105.1, s__LD21 sp009877105, 95.0, 76.34, 0.05; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.32, 0.08; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.27, 0.07; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.97, 0.06; GCA_003155705.1, s__LD21 sp003155705, 95.0, 75.93, 0.11; GCA_012522155.1, s__LD21 sp012522155, 95.0, 75.84, 0.06; GCA_013314865.1, s__LD21 sp013314865, 95.0, 75.75, 0.07	87.55	11	0.956044628	
GCA_016708025.1	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__						GCA_003105265.1	95.0	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__FEB-12;s__FEB-12 sp003105265	76.41	0.11	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	taxonomic classification defined by topology and ANI			92.61	11	0.848059135	
GCA_016708055.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__						GCA_003242275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	81.3	0.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	taxonomic classification defined by topology and ANI		GCA_903868595.1, s__ZC4RG30 sp903868595, 95.0, 79.45, 0.39; GCA_903908825.1, s__ZC4RG30 sp903908825, 95.0, 77.62, 0.3	88.74	11	0.937047336	
GCA_016708085.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__						GCA_903878475.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp903878475	77.33	0.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI		GCA_003455235.1, s__Ferruginibacter sp003455235, 95.0, 77.59, 0.28; GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 77.18, 0.26; GCA_014377385.1, s__Ferruginibacter sp014377385, 95.0, 76.78, 0.1; GCA_002336815.1, s__Ferruginibacter sp002336815, 95.0, 76.68, 0.1; GCA_002400445.1, s__Ferruginibacter sp002400445, 95.0, 76.67, 0.08; GCA_014379905.1, s__Ferruginibacter sp014379905, 95.0, 76.6, 0.16; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.54, 0.11; GCA_014379625.1, s__Ferruginibacter sp014379625, 95.0, 76.45, 0.14; GCA_001898465.1, s__Ferruginibacter sp001898465, 95.0, 76.41, 0.1; GCA_002343985.1, s__Ferruginibacter sp002343985, 95.0, 76.33, 0.11; GCA_002352045.1, s__Ferruginibacter sp002352045, 95.0, 76.28, 0.1; GCA_903858475.1, s__Ferruginibacter sp903858475, 95.0, 76.26, 0.1; GCA_013288745.1, s__Ferruginibacter sp013288745, 95.0, 76.24, 0.11; GCA_903831575.1, s__Ferruginibacter sp903831575, 95.0, 76.22, 0.09; GCA_903871575.1, s__Ferruginibacter sp903871575, 95.0, 76.17, 0.09; GCA_002381005.1, s__Ferruginibacter sp002381005, 95.0, 76.13, 0.1; GCA_009885535.1, s__Ferruginibacter sp009885535, 95.0, 76.12, 0.06; GCA_013141435.1, s__Ferruginibacter sp013141435, 95.0, 76.1, 0.04; GCA_013298665.1, s__Ferruginibacter sp013298665, 95.0, 76.03, 0.09; GCA_014377975.1, s__Ferruginibacter sp014377975, 95.0, 75.95, 0.13; GCA_003534175.1, s__Ferruginibacter sp003534175, 95.0, 75.91, 0.07	89.48	11	0.935481011	
GCA_016708105.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	taxonomic novelty determined using RED			98.51	11	0.879955588	
GCA_016708125.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2746605;s__						GCA_002746605.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2746605;s__GCA-2746605 sp002746605	76.56	0.29	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	taxonomic classification defined by topology and ANI			98.21	11	0.905439368	
GCA_016708135.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__											d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	taxonomic novelty determined using RED			93.03	11	0.783322606	
GCA_016708155.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__						GCA_011055725.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__FeB-14 sp011055725	78.62	0.41	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	taxonomic classification defined by topology and ANI		GCA_003104995.1, s__FeB-14 sp003104995, 95.0, 78.17, 0.34	88.31	11	0.965461842	
GCA_016708185.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABQG01;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED			92.4	11	0.966034647	
GCA_016708205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__;s__	taxonomic novelty determined using RED			95.89	11	0.838170611	
GCA_016708225.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_902826215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902826215	80.38	0.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.69, 0.37; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.51, 0.32; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.35, 0.29; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.95, 0.21; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.93, 0.23; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.73, 0.23; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.73, 0.2; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.51, 0.18	96.11	11	0.988483976	
GCA_016708235.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_902826215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902826215	80.28	0.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.83, 0.36; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.46, 0.33; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.28, 0.29; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.88, 0.21; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.78, 0.24; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.66, 0.23; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.64, 0.18; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.59, 0.2	96.37	11	0.988481779	
GCA_016708265.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__						GCA_002344345.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__UBA2365 sp002344345	76.51	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			88.62	11	0.879875224	
GCA_016708275.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp002381005	GCA_002381005.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp002381005	99.68	0.99	GCA_002381005.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp002381005	99.68	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002352045.1, s__Ferruginibacter sp002352045, 95.0, 77.09, 0.2; GCA_001898465.1, s__Ferruginibacter sp001898465, 95.0, 77.06, 0.21; GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 76.74, 0.16; GCA_014379905.1, s__Ferruginibacter sp014379905, 95.0, 76.5, 0.14; GCA_014377385.1, s__Ferruginibacter sp014377385, 95.0, 76.35, 0.06; GCA_002400445.1, s__Ferruginibacter sp002400445, 95.0, 76.34, 0.08; GCA_903858475.1, s__Ferruginibacter sp903858475, 95.0, 76.34, 0.07; GCA_002343985.1, s__Ferruginibacter sp002343985, 95.0, 76.26, 0.06; GCA_903878475.1, s__Ferruginibacter sp903878475, 95.0, 76.13, 0.08; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.07, 0.12; GCA_003534175.1, s__Ferruginibacter sp003534175, 95.0, 76.03, 0.06; GCA_002336815.1, s__Ferruginibacter sp002336815, 95.0, 76.02, 0.05; GCA_903871575.1, s__Ferruginibacter sp903871575, 95.0, 75.95, 0.09; GCA_013298665.1, s__Ferruginibacter sp013298665, 95.0, 75.92, 0.06; GCA_903831575.1, s__Ferruginibacter sp903831575, 95.0, 75.91, 0.09; GCA_014379625.1, s__Ferruginibacter sp014379625, 95.0, 75.88, 0.09; GCA_013288745.1, s__Ferruginibacter sp013288745, 95.0, 75.88, 0.06; GCA_009885535.1, s__Ferruginibacter sp009885535, 95.0, 75.78, 0.07; GCA_013141435.1, s__Ferruginibacter sp013141435, 95.0, 75.76, 0.11; GCA_014377975.1, s__Ferruginibacter sp014377975, 95.0, 75.73, 0.09; GCA_003455235.1, s__Ferruginibacter sp003455235, 95.0, 75.68, 0.04	94.2	11		
GCA_016708305.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__						GCA_001896965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella sp001896965	76.4	0.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__	taxonomic classification defined by topology and ANI		GCF_000374125.1, s__Niabella aurantiaca, 95.0, 76.97, 0.05; GCF_001654455.1, s__Niabella ginsenosidivorans, 95.0, 76.67, 0.05; GCF_000243115.2, s__Niabella soli, 95.0, 76.47, 0.05; GCF_900101395.1, s__Niabella drilacis, 95.0, 76.11, 0.05; GCF_003349965.1, s__Niabella yanshanensis, 95.0, 75.89, 0.06	84.63	11	0.973604609	
GCA_016708315.1	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__CAIYYT01;g__;s__											d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__;g__;s__	taxonomic novelty determined using RED			89.6	11	0.821401209	
GCA_016708345.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ANI		GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 79.75, 0.4; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 79.55, 0.4; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 79.53, 0.35; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 79.43, 0.3; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 79.39, 0.3; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 79.3, 0.47; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 79.12, 0.33; GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 79.01, 0.32; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 78.93, 0.32; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.91, 0.34; GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 78.91, 0.26; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.89, 0.34; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 78.85, 0.39; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 78.77, 0.35; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 78.76, 0.28; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 78.74, 0.3; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 78.69, 0.25; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 78.66, 0.36; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 78.63, 0.27; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 78.58, 0.3; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 78.57, 0.24; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 78.57, 0.24; GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 78.55, 0.29; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 78.55, 0.23; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 78.55, 0.26; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 78.53, 0.32; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 78.53, 0.28; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 78.51, 0.27; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 78.51, 0.28; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.51, 0.34; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 78.5, 0.28; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 78.47, 0.3; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 78.45, 0.31; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 78.43, 0.26; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 78.41, 0.25; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 78.39, 0.25; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 78.38, 0.25; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 78.38, 0.27; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 78.38, 0.38; GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 78.35, 0.3; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 78.35, 0.31; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 78.34, 0.33; GCF_006974105.1, s__Rhodoferax sp006974105, 95.0, 78.33, 0.18; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 78.29, 0.29; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.29, 0.27; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 78.29, 0.23; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 78.28, 0.28; GCA_903873485.1, s__Rhodoferax sp903873485, 95.0, 78.25, 0.28; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 78.25, 0.26; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 78.23, 0.3; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 78.21, 0.26; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 78.19, 0.29; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 78.18, 0.29; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 78.14, 0.24; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 78.07, 0.21; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 78.05, 0.24; GCA_007280205.1, s__Rhodoferax sp007280205, 95.0, 78.05, 0.21; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 78.05, 0.25; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 78.04, 0.29; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 78.03, 0.27; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 78.02, 0.38; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 78.01, 0.24; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 77.92, 0.24; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 77.92, 0.28; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 77.85, 0.21; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 77.84, 0.23; GCA_903894475.1, s__Rhodoferax sp903894475, 95.0, 77.83, 0.2; GCA_903906695.1, s__Rhodoferax sp903906695, 95.0, 77.76, 0.22; GCA_903951445.1, s__Rhodoferax sp903951445, 95.0, 77.74, 0.21; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 77.7, 0.29; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.68, 0.26; GCA_903875275.1, s__Rhodoferax sp903875275, 95.0, 77.66, 0.21; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 77.65, 0.23; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.65, 0.2; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 77.62, 0.23; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 77.61, 0.21; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 77.59, 0.21; GCA_903876045.1, s__Rhodoferax sp903876045, 95.0, 77.56, 0.19; GCA_903925725.1, s__Rhodoferax sp903925725, 95.0, 77.53, 0.19; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 77.49, 0.26; GCA_903927295.1, s__Rhodoferax sp903927295, 95.0, 77.45, 0.22; GCA_903870955.1, s__Rhodoferax sp903870955, 95.0, 77.37, 0.21; GCA_903930255.1, s__Rhodoferax sp903930255, 95.0, 77.32, 0.2; GCA_903870065.1, s__Rhodoferax sp903870065, 95.0, 77.3, 0.15; GCA_007279715.1, s__Rhodoferax sp007279715, 95.0, 77.12, 0.16; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 76.91, 0.23; GCA_903929815.1, s__Rhodoferax sp903929815, 95.0, 76.76, 0.17; GCF_000477435.1, s__Rhodoferax mobilis, 95.0, 76.74, 0.07; GCA_903920405.1, s__Rhodoferax sp903920405, 95.0, 76.55, 0.15; GCA_903822205.1, s__Rhodoferax sp903822205, 95.0, 76.5, 0.16; GCA_005793295.1, s__Rhodoferax sp005793295, 95.0, 76.38, 0.13	92.57	11	0.960702044	
