genome_id,source,Level,WGS,Chrs,BioSample,strain,organism,genus,species,closest_placement_reference
GCA_016709145.1,ncbi,Contig,JADJEK000000000,undefined,SAMN16425664,Aved_18-Q3-R54-62_MAXAC.457,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016709875.1,ncbi,Contig,JADJLZ000000000,undefined,SAMN16425870,EsbW_18-Q3-R4-48_BAT3C.505,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016707235.1,ncbi,Contig,JADJIC000000000,undefined,SAMN16425765,Ega_18-Q3-R5-49_MAXAC.013,Polaromonas sp.,Polaromonas,sp.,
GCA_016708645.1,ncbi,Contig,JADJFJ000000000,undefined,SAMN16425691,Bjer_18-Q3-R1-45_MAXAC.012,Polaromonas sp.,Polaromonas,sp.,
GCA_016705065.1,ncbi,Contig,JADIYY000000000,undefined,SAMN16425516,AalE_18-Q3-R2-46_MAXAC.018,Polaromonas sp.,Polaromonas,sp.,
GCA_016720475.1,ncbi,Contig,JADKKN000000000,undefined,SAMN16426554,Viby_18-Q3-R106-67_BAT3C.243,Polaromonas sp.,Polaromonas,sp.,
GCA_016719945.1,ncbi,Contig,JADJYE000000000,undefined,SAMN16426221,Lyne_18-Q3-R50-59_BAT3C.601,Polyangiaceae bacterium,Polyangiaceae,bacterium,
GCA_016712345.1,ncbi,Contig,JADJRH000000000,undefined,SAMN16426024,Fred_18-Q3-R57-64_MAXAC.407,Polyangiaceae bacterium,Polyangiaceae,bacterium,
GCA_016715885.1,ncbi,Contig,JADJXL000000000,undefined,SAMN16426196,Kalu_18-Q3-R12-55_MAXAC.107,Polyangiaceae bacterium,Polyangiaceae,bacterium,
GCA_016704335.1,ncbi,Contig,JADJAJ000000000,undefined,SAMN16425555,AalW_18-Q3-R10-53_BATAC.388,Polyangiaceae bacterium,Polyangiaceae,bacterium,
GCA_016717345.1,ncbi,Contig,JADKFR000000000,undefined,SAMN16426422,Ribe_18-Q3-R11-54_BAT3C.101,Propionibacteriaceae bacterium,Propionibacteriaceae,bacterium,
GCA_016718855.1,ncbi,Contig,JADKCO000000000,undefined,SAMN16426340,OdNE_18-Q3-R46-58_MAXAC.062_sub,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016721045.1,ncbi,Contig,JADKJN000000000,undefined,SAMN16426526,Vibo_18-Q3-R45-57_BATAC.19,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016720985.1,ncbi,Contig,JADKJO000000000,undefined,SAMN16426527,Vibo_18-Q3-R45-57_BATAC.199,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016715185.1,ncbi,Contig,JADKBH000000000,undefined,SAMN16426306,Mari_18-Q3-R65-66_MAXAC.196,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016705685.1,ncbi,Contig,JADJLB000000000,undefined,SAMN16425845,EsbE_18-Q3-R3-47_MAXAC.131,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016705775.1,ncbi,Contig,JADJKW000000000,undefined,SAMN16425840,EsbE_18-Q3-R3-47_MAXAC.059,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016707065.1,ncbi,Contig,JADJIJ000000000,undefined,SAMN16425772,Ega_18-Q3-R5-49_MAXAC.071,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016709335.1,ncbi,Contig,JADJNC000000000,undefined,SAMN16425899,EsbW_18-Q3-R4-48_MAXAC.044,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016711395.1,ncbi,Contig,JADJTA000000000,undefined,SAMN16426071,Hade_18-Q3-R52-61_MAXAC.304,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016710425.1,ncbi,Contig,JADJVU000000000,undefined,SAMN16426147,Hjor_18-Q3-R7-51_MAXAC.072,Propionivibrio sp.,Propionivibrio,sp.,
GCA_016703495.1,ncbi,Contig,JADJBZ000000000,undefined,SAMN16425600,Aved_18-Q3-R54-62_BAT3C.95,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016703575.1,ncbi,Contig,JADJBT000000000,undefined,SAMN16425594,Aved_18-Q3-R54-62_BAT3C.448,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016702545.1,ncbi,Contig,JADJDT000000000,undefined,SAMN16425647,Aved_18-Q3-R54-62_MAXAC.289,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016711215.1,ncbi,Contig,JADJTL000000000,undefined,SAMN16426082,Hirt_18-Q3-R61-65_BAT3C.274,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016708055.1,ncbi,Contig,JADJGM000000000,undefined,SAMN16425722,Damh_18-Q3-R51-60_BAT3C.98,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016705325.1,ncbi,Contig,JADIYJ000000000,undefined,SAMN16425501,AalE_18-Q3-R2-46_BAT3C.357,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016703895.1,ncbi,Contig,JADJBE000000000,undefined,SAMN16425576,AalW_18-Q3-R10-53_MAXAC.296,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016704655.1,ncbi,Contig,JADIZR000000000,undefined,SAMN16425535,AalW_18-Q3-R10-53_BAT3C.245,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016713725.1,ncbi,Contig,JADJOO000000000,undefined,SAMN16425948,Fred_18-Q3-R57-64_BAT3C.617,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016720075.1,ncbi,Contig,JADJXW000000000,undefined,SAMN16426212,Lyne_18-Q3-R50-59_BAT3C.242,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016719885.1,ncbi,Contig,JADJYF000000000,undefined,SAMN16426222,Lyne_18-Q3-R50-59_BAT3C.630,Proteobacteria bacterium,Proteobacteria,bacterium,
GCA_016713005.1,ncbi,Contig,JADJPY000000000,undefined,SAMN16425985,Fred_18-Q3-R57-64_BATAC.8,Ramlibacter sp.,Ramlibacter,sp.,
GCA_016713135.1,ncbi,Contig,JADJPR000000000,undefined,SAMN16425978,Fred_18-Q3-R57-64_BATAC.568,Rhodanobacteraceae bacterium,Rhodanobacteraceae,bacterium,
GCA_016722385.1,ncbi,Contig,JADKGG000000000,undefined,SAMN16426437,Ribe_18-Q3-R11-54_BATAC.537,Rhodanobacteraceae bacterium,Rhodanobacteraceae,bacterium,
GCA_016717705.1,ncbi,Contig,JADKFD000000000,undefined,SAMN16426408,Rand_18-Q3-R56-63_BATAC.88,Rhodanobacteraceae bacterium,Rhodanobacteraceae,bacterium,
GCA_016704695.1,ncbi,Contig,JADIZQ000000000,undefined,SAMN16425534,AalW_18-Q3-R10-53_BAT3C.243,Rhodanobacteraceae bacterium,Rhodanobacteraceae,bacterium,
GCA_016708465.1,ncbi,Contig,JADJFT000000000,undefined,SAMN16425701,Bjer_18-Q3-R1-45_MAXAC.099,Rhodanobacteraceae bacterium,Rhodanobacteraceae,bacterium,
GCA_016711185.1,ncbi,Contig,JADJTJ000000000,undefined,SAMN16426080,Hirt_18-Q3-R61-65_BAT3C.204,Rhodobacter sp.,Rhodobacter,sp.,
GCA_016704435.1,ncbi,Contig,JADJAB000000000,undefined,SAMN16425547,AalW_18-Q3-R10-53_BATAC.174,Rhodobacter sp.,Rhodobacter,sp.,
GCA_016704885.1,ncbi,Contig,JADIZH000000000,undefined,SAMN16425525,AalE_18-Q3-R2-46_MAXAC.100,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016704145.1,ncbi,Contig,JADJAS000000000,undefined,SAMN16425564,AalW_18-Q3-R10-53_BATAC.909,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016709745.1,ncbi,Contig,JADJMF000000000,undefined,SAMN16425876,EsbW_18-Q3-R4-48_BATAC.233,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016718245.1,ncbi,Contig,JADKEC000000000,undefined,SAMN16426380,OdNW_18-Q3-R42-56_MAXAC.118,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016718525.1,ncbi,Contig,JADKDD000000000,undefined,SAMN16426355,OdNW_18-Q3-R42-56_BAT3C.215,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016719325.1,ncbi,Contig,JADJZK000000000,undefined,SAMN16426254,Lyne_18-Q3-R50-59_MAXAC.071_sub,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016721965.1,ncbi,Contig,JADKHB000000000,undefined,SAMN16426460,Skiv_18-Q3-R9-52_BAT3C.148,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016721505.1,ncbi,Contig,JADKHX000000000,undefined,SAMN16426483,Skiv_18-Q3-R9-52_BATAC.289,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016714425.1,ncbi,Contig,JADJNG000000000,undefined,SAMN16425903,EsbW_18-Q3-R4-48_MAXAC.070,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016703725.1,ncbi,Contig,JADJBN000000000,undefined,SAMN16425585,AalW_18-Q3-R10-53_MAXAC.406,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016703435.1,ncbi,Contig,JADJCC000000000,undefined,SAMN16425603,Aved_18-Q3-R54-62_BATAC.241,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016702335.1,ncbi,Contig,JADJEF000000000,undefined,SAMN16425659,Aved_18-Q3-R54-62_MAXAC.403,Rhodocyclaceae bacterium,Rhodocyclaceae,bacterium,
GCA_016717825.1,ncbi,Contig,JADKEU000000000,undefined,SAMN16426399,Rand_18-Q3-R56-63_BAT3C.8,Rhodocyclales bacterium,Rhodocyclales,bacterium,
GCA_016707985.1,ncbi,Contig,JADJGO000000000,undefined,SAMN16425724,Damh_18-Q3-R51-60_BATAC.247,Rhodocyclales bacterium,Rhodocyclales,bacterium,
GCA_016708345.1,ncbi,Contig,JADJFX000000000,undefined,SAMN16425705,Bjer_18-Q3-R1-45_MAXAC.141,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016708725.1,ncbi,Contig,JADJFE000000000,undefined,SAMN16425686,Bjer_18-Q3-R1-45_BATAC.458,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016707075.1,ncbi,Contig,JADJII000000000,undefined,SAMN16425771,Ega_18-Q3-R5-49_MAXAC.062,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016704915.1,ncbi,Contig,JADIZE000000000,undefined,SAMN16425522,AalE_18-Q3-R2-46_MAXAC.077_sub,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016705305.1,ncbi,Contig,JADIYO000000000,undefined,SAMN16425506,AalE_18-Q3-R2-46_BATAC.194_sub,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016718155.1,ncbi,Contig,JADKEH000000000,undefined,SAMN16426385,Rand_18-Q3-R56-63_BAT3C.105_sub,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016718405.1,ncbi,Contig,JADKDJ000000000,undefined,SAMN16426361,OdNW_18-Q3-R42-56_BAT3C.399,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016719475.1,ncbi,Contig,JADJZC000000000,undefined,SAMN16426246,Lyne_18-Q3-R50-59_MAXAC.016,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016720285.1,ncbi,Contig,JADKKX000000000,undefined,SAMN16426564,Viby_18-Q3-R106-67_MAXAC.046,Rhodoferax sp.,Rhodoferax,sp.,
GCA_016712715.1,ncbi,Contig,JADJQM000000000,undefined,SAMN16426001,Fred_18-Q3-R57-64_MAXAC.274,Rhodospirillaceae bacterium,Rhodospirillaceae,bacterium,
GCA_016722635.1,ncbi,Contig,JADKIX000000000,undefined,SAMN16426509,Skiv_18-Q3-R9-52_MAXAC.177,Rhodospirillaceae bacterium,Rhodospirillaceae,bacterium,
GCA_016712375.1,ncbi,Contig,JADJRE000000000,undefined,SAMN16426020,Fred_18-Q3-R57-64_MAXAC.378,Rhodospirillales bacterium,Rhodospirillales,bacterium,
GCA_016712595.1,ncbi,Contig,JADJQT000000000,undefined,SAMN16426008,Fred_18-Q3-R57-64_MAXAC.307,Rhodospirillales bacterium,Rhodospirillales,bacterium,
GCA_016710335.1,ncbi,Contig,JADJXQ000000000,undefined,SAMN16426202,Kalu_18-Q3-R12-55_MAXAC.148,Rhodospirillales bacterium,Rhodospirillales,bacterium,
GCA_016699855.1,ncbi,Complete genome,undefined,1,SAMN16426023,Fred_18-Q3-R57-64_MAXAC.396_cln,Rhodospirillales bacterium,Rhodospirillales,bacterium,
GCA_016710865.1,ncbi,Contig,JADJUB000000000,undefined,SAMN16426099,Hirt_18-Q3-R61-65_BATAC.371,Rubrivivax sp.,Rubrivivax,sp.,
GCA_016707445.1,ncbi,Contig,JADJHR000000000,undefined,SAMN16425754,Ega_18-Q3-R5-49_BATAC.212,Rubrivivax sp.,Rubrivivax,sp.,
GCA_016708365.1,ncbi,Contig,JADJFU000000000,undefined,SAMN16425702,Bjer_18-Q3-R1-45_MAXAC.113,Rubrivivax sp.,Rubrivivax,sp.,
GCA_016719535.1,ncbi,Contig,JADJYX000000000,undefined,SAMN16426241,Lyne_18-Q3-R50-59_BATAC.68,Rubrivivax sp.,Rubrivivax,sp.,
GCA_016704065.1,ncbi,Contig,JADJAW000000000,undefined,SAMN16425568,AalW_18-Q3-R10-53_MAXAC.051,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016706685.1,ncbi,Contig,JADJJE000000000,undefined,SAMN16425794,Ejby_18-Q3-R6-50_BATAC.260,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016708135.1,ncbi,Contig,JADJGN000000000,undefined,SAMN16425723,Damh_18-Q3-R51-60_BATAC.231,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016714965.1,ncbi,Contig,JADKBT000000000,undefined,SAMN16426319,OdNE_18-Q3-R46-58_BAT3C.392,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016711615.1,ncbi,Contig,JADJSQ000000000,undefined,SAMN16426061,Hade_18-Q3-R52-61_MAXAC.060,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016712745.1,ncbi,Contig,JADJQN000000000,undefined,SAMN16426002,Fred_18-Q3-R57-64_MAXAC.276,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016702865.1,ncbi,Contig,JADJDE000000000,undefined,SAMN16425632,Aved_18-Q3-R54-62_MAXAC.060,Sandaracinaceae bacterium,Sandaracinaceae,bacterium,
GCA_016702835.1,ncbi,Contig,JADJDF000000000,undefined,SAMN16425633,Aved_18-Q3-R54-62_MAXAC.067,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016702755.1,ncbi,Contig,JADJDK000000000,undefined,SAMN16425638,Aved_18-Q3-R54-62_MAXAC.112,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016702905.1,ncbi,Contig,JADJDC000000000,undefined,SAMN16425630,Aved_18-Q3-R54-62_MAXAC.055,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016703485.1,ncbi,Contig,JADJBY000000000,undefined,SAMN16425599,Aved_18-Q3-R54-62_BAT3C.695,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016703345.1,ncbi,Contig,JADJCF000000000,undefined,SAMN16425606,Aved_18-Q3-R54-62_BATAC.266,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016702565.1,ncbi,Contig,JADJDS000000000,undefined,SAMN16425646,Aved_18-Q3-R54-62_MAXAC.265,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016712705.1,ncbi,Contig,JADJQO000000000,undefined,SAMN16426003,Fred_18-Q3-R57-64_MAXAC.280,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016712225.1,ncbi,Contig,JADJRL000000000,undefined,SAMN16426030,Hade_18-Q3-R52-61_BAT3C.141,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711705.1,ncbi,Contig,JADJSK000000000,undefined,SAMN16426055,Hade_18-Q3-R52-61_MAXAC.021,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711865.1,ncbi,Contig,JADJSF000000000,undefined,SAMN16426050,Hade_18-Q3-R52-61_BATAC.500,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016712145.1,ncbi,Contig,JADJRO000000000,undefined,SAMN16426033,Hade_18-Q3-R52-61_BAT3C.248,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016712125.1,ncbi,Contig,JADJRR000000000,undefined,SAMN16426036,Hade_18-Q3-R52-61_BAT3C.470,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016713905.1,ncbi,Contig,JADJOE000000000,undefined,SAMN16425934,Fred_18-Q3-R57-64_BAT3C.331,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714025.1,ncbi,Contig,JADJOB000000000,undefined,SAMN16425931,Fred_18-Q3-R57-64_BAT3C.3,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714085.1,ncbi,Contig,JADJNW000000000,undefined,SAMN16425925,Fred_18-Q3-R57-64_BAT3C.164,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714175.1,ncbi,Contig,JADJNR000000000,undefined,SAMN16425915,EsbW_18-Q3-R4-48_MAXAC.238,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016713025.1,ncbi,Contig,JADJPZ000000000,undefined,SAMN16425986,Fred_18-Q3-R57-64_BATAC.80,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016712925.1,ncbi,Contig,JADJQD000000000,undefined,SAMN16425991,Fred_18-Q3-R57-64_MAXAC.070,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016713205.1,ncbi,Contig,JADJPP000000000,undefined,SAMN16425976,Fred_18-Q3-R57-64_BATAC.512,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715105.1,ncbi,Contig,JADKBO000000000,undefined,SAMN16426314,OdNE_18-Q3-R46-58_BAT3C.195,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715025.1,ncbi,Contig,JADKBP000000000,undefined,SAMN16426315,OdNE_18-Q3-R46-58_BAT3C.201,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714985.1,ncbi,Contig,JADKBS000000000,undefined,SAMN16426318,OdNE_18-Q3-R46-58_BAT3C.319,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715165.1,ncbi,Contig,JADKBD000000000,undefined,SAMN16426302,Mari_18-Q3-R65-66_MAXAC.061,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715245.1,ncbi,Contig,JADKAS000000000,undefined,SAMN16426291,Mari_18-Q3-R65-66_BATAC.305,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715295.1,ncbi,Contig,JADKAP000000000,undefined,SAMN16426288,Mari_18-Q3-R65-66_BATAC.234_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715405.1,ncbi,Contig,JADKAE000000000,undefined,SAMN16426275,Lyne_18-Q3-R50-59_MAXAC.376,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715465.1,ncbi,Contig,JADKAA000000000,undefined,SAMN16426271,Lyne_18-Q3-R50-59_MAXAC.326,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714385.1,ncbi,Contig,JADKDX000000000,undefined,SAMN16426375,OdNW_18-Q3-R42-56_MAXAC.016,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714365.1,ncbi,Contig,JADJNH000000000,undefined,SAMN16425904,EsbW_18-Q3-R4-48_MAXAC.074,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714315.1,ncbi,Contig,JADJNI000000000,undefined,SAMN16425905,EsbW_18-Q3-R4-48_MAXAC.076,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714445.1,ncbi,Contig,JADJNF000000000,undefined,SAMN16425902,EsbW_18-Q3-R4-48_MAXAC.058_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714525.1,ncbi,Contig,JADKDQ000000000,undefined,SAMN16426368,OdNW_18-Q3-R42-56_BATAC.423,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714585.1,ncbi,Contig,JADKDP000000000,undefined,SAMN16426367,OdNW_18-Q3-R42-56_BATAC.410,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714895.1,ncbi,Contig,JADKBV000000000,undefined,SAMN16426321,OdNE_18-Q3-R46-58_BAT3C.84,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714695.1,ncbi,Contig,JADKCD000000000,undefined,SAMN16426329,OdNE_18-Q3-R46-58_BATAC.381_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714785.1,ncbi,Contig,JADKCC000000000,undefined,SAMN16426328,OdNE_18-Q3-R46-58_BATAC.302,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016714765.1,ncbi,Contig,JADKCF000000000,undefined,SAMN16426331,OdNE_18-Q3-R46-58_BATAC.404,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715785.1,ncbi,Contig,JADJZI000000000,undefined,SAMN16426252,Lyne_18-Q3-R50-59_MAXAC.052,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715705.1,ncbi,Contig,JADJZN000000000,undefined,SAMN16426257,Lyne_18-Q3-R50-59_MAXAC.097,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715985.1,ncbi,Contig,JADJXD000000000,undefined,SAMN16426184,Kalu_18-Q3-R12-55_MAXAC.032,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016715965.1,ncbi,Contig,JADJXG000000000,undefined,SAMN16426190,Kalu_18-Q3-R12-55_MAXAC.076,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016716185.1,ncbi,Contig,JADJWV000000000,undefined,SAMN16426176,Kalu_18-Q3-R12-55_BAT3C.8,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016716335.1,ncbi,Contig,JADJWN000000000,undefined,SAMN16426168,Kalu_18-Q3-R12-55_BAT3C.288,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016716665.1,ncbi,Contig,JADJVH000000000,undefined,SAMN16426134,Hjor_18-Q3-R7-51_BAT3C.56,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717145.1,ncbi,Contig,JADKGD000000000,undefined,SAMN16426434,Ribe_18-Q3-R11-54_BATAC.261,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717105.1,ncbi,Contig,JADKGF000000000,undefined,SAMN16426436,Ribe_18-Q3-R11-54_BATAC.507,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717085.1,ncbi,Contig,JADJUM000000000,undefined,SAMN16426111,Hirt_18-Q3-R61-65_MAXAC.013,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016722045.1,ncbi,Contig,JADKGY000000000,undefined,SAMN16426457,Ribe_18-Q3-R11-54_MAXAC.273,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016721905.1,ncbi,Contig,JADKHH000000000,undefined,SAMN16426467,Skiv_18-Q3-R9-52_BAT3C.266,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016722155.1,ncbi,Contig,JADKGQ000000000,undefined,SAMN16426448,Ribe_18-Q3-R11-54_MAXAC.069,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016722285.1,ncbi,Contig,JADKGI000000000,undefined,SAMN16426440,Ribe_18-Q3-R11-54_BATAC.612,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016722295.1,ncbi,Contig,JADKGL000000000,undefined,SAMN16426443,Ribe_18-Q3-R11-54_MAXAC.005,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016722265.1,ncbi,Contig,JADKGO000000000,undefined,SAMN16426446,Ribe_18-Q3-R11-54_MAXAC.036,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016721495.1,ncbi,Contig,JADKHY000000000,undefined,SAMN16426484,Skiv_18-Q3-R9-52_BATAC.294,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016721645.1,ncbi,Contig,JADKHT000000000,undefined,SAMN16426479,Skiv_18-Q3-R9-52_BATAC.232,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016721375.1,ncbi,Contig,JADKIF000000000,undefined,SAMN16426491,Skiv_18-Q3-R9-52_BATAC.484,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016720875.1,ncbi,Contig,JADKJS000000000,undefined,SAMN16426531,Vibo_18-Q3-R45-57_BATAC.233,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016720525.1,ncbi,Contig,JADKKL000000000,undefined,SAMN16426552,Viby_18-Q3-R106-67_BAT3C.196,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016720635.1,ncbi,Contig,JADKKF000000000,undefined,SAMN16426546,Vibo_18-Q3-R45-57_MAXAC.086_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016720695.1,ncbi,Contig,JADKKD000000000,undefined,SAMN16426544,Vibo_18-Q3-R45-57_MAXAC.073,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016720325.1,ncbi,Contig,JADKKT000000000,undefined,SAMN16426560,Viby_18-Q3-R106-67_BATAC.284,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016719855.1,ncbi,Contig,JADJYH000000000,undefined,SAMN16426224,Lyne_18-Q3-R50-59_BATAC.195,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016719805.1,ncbi,Contig,JADJYL000000000,undefined,SAMN16426228,Lyne_18-Q3-R50-59_BATAC.346,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717565.1,ncbi,Contig,JADKFJ000000000,undefined,SAMN16426414,Rand_18-Q3-R56-63_MAXAC.091,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717605.1,ncbi,Contig,JADKFG000000000,undefined,SAMN16426411,Rand_18-Q3-R56-63_MAXAC.049,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717655.1,ncbi,Contig,JADKFC000000000,undefined,SAMN16426407,Rand_18-Q3-R56-63_BATAC.6,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717405.1,ncbi,Contig,JADKFP000000000,undefined,SAMN16426420,Rand_18-Q3-R56-63_MAXAC.203,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717265.1,ncbi,Contig,JADKFX000000000,undefined,SAMN16426428,Ribe_18-Q3-R11-54_BAT3C.388,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717245.1,ncbi,Contig,JADKFW000000000,undefined,SAMN16426427,Ribe_18-Q3-R11-54_BAT3C.373,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718205.1,ncbi,Contig,JADKEB000000000,undefined,SAMN16426379,OdNW_18-Q3-R42-56_MAXAC.048,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016717775.1,ncbi,Contig,JADKEZ000000000,undefined,SAMN16426404,Rand_18-Q3-R56-63_BATAC.260,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718065.1,ncbi,Contig,JADKEL000000000,undefined,SAMN16426390,Rand_18-Q3-R56-63_BAT3C.184,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718005.1,ncbi,Contig,JADKEJ000000000,undefined,SAMN16426387,Rand_18-Q3-R56-63_BAT3C.136,Saprospiraceae bacterium,Saprospiraceae,bacterium,
