genome_id,source,organism,genus,species,strain,closest_placement_reference,Genome,Phylum,# of Contigs,Length (bp),CheckM Completeness %,CheckM Contamination %,ncbi_mapping,Level,WGS,BioSample,Isolate,Taxonomy,bgcflow_project_name,Assigned Taxonomy,created_on,attributes,name,material,location,viewable,sequences,library,feature,basepairs,sequencing_method,country,sample,sequence_type,biome,coordinates,contig count,Genome size (bp),ctg_N50,ctg_L50,ctg_N90,ctg_L90,ctg_max,gc_avg,gc_std,CDS,Completeness (%),Contamination (%),Relative abundance (%),5S-full,5S-partial,16S-full,16S-partial,23S-full,23S-partial,Circular,Taxa (GTDB),original_genome_id,%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,Chrs
HK-STAS-ACTI-5,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,20.0,3385620.0,3.0,401996.0,9.0,114011.0,991186.0,0.71193,0.0232,3116.0,93.5,2.136,0.07183653,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-6,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,43.0,1994459.0,3.0,239992.0,14.0,21091.0,546373.0,0.67162,0.00747,1807.0,71.79,0.0,0.055307135,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-7,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,59.0,3447302.0,9.0,128825.0,28.0,27421.0,313547.0,0.7392,0.01614,3156.0,78.65,2.991,0.020686146,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-8,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,41.0,2544858.0,9.0,105418.0,27.0,32385.0,195851.0,0.67948,0.01096,2339.0,72.22,0.949,0.039241932,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-9,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,7.0,2900078.0,2.0,734935.0,5.0,183496.0,974599.0,0.69195,0.00478,2735.0,97.83,0.0,0.39066365,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__Phycicoccus,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-10,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,32.0,3847137.0,4.0,397104.0,10.0,74228.0,973578.0,0.67935,0.01214,3577.0,93.2,0.0,0.110712186,0.0,2.0,1.0,0.0,2.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-11,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,92.0,2748773.0,16.0,53886.0,51.0,16017.0,151304.0,0.69119,0.01331,2816.0,52.75,0.817,0.040807944,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-12,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,57.0,4250663.0,3.0,702312.0,7.0,151898.0,1076329.0,0.68842,0.01363,4037.0,83.11,6.792,0.047107846,0.0,1.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-13,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,10.0,3328661.0,2.0,939756.0,5.0,274757.0,959253.0,0.65855,0.00851,3247.0,97.22,0.0,1.3000609,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__GCA-2699445;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-14,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,6.0,2666754.0,2.0,852793.0,4.0,290840.0,1027793.0,0.67318,0.00352,2480.0,89.74,0.0,0.048432283,1.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__UBA10799;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-15,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,39.0,2150901.0,9.0,87447.0,25.0,33185.0,196778.0,0.67236,0.00818,2087.0,63.79,1.724,0.04999466,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__UBA10799;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-16,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,53.0,2089246.0,8.0,79108.0,28.0,18757.0,222621.0,0.67065,0.00951,2016.0,60.34,3.448,0.04167786,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__UBA10799;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-17,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,17.0,2987356.0,3.0,411974.0,8.0,90351.0,713083.0,0.67269,0.00413,2841.0,76.58,0.0,0.053381853,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__UBA10799;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-18,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,36.0,4033458.0,8.0,189862.0,19.0,73416.0,412879.0,0.7255,0.01048,3867.0,90.28,0.777,0.072955035,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-19,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,24.0,1756555.0,6.0,103920.0,16.0,38459.0,211425.0,0.61247,0.01089,1700.0,76.29,0.518,0.08810268,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-20,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,24.0,2265263.0,7.0,124546.0,16.0,59939.0,278264.0,0.70162,0.00584,2221.0,76.0,0.862,0.020795228,0.0,0.0,1.0,0.0,0.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Ga0077560;f__Ga0077560;g__Ga0077560;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-21,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,28.0,2210297.0,6.0,143783.0,16.0,38606.0,243197.0,0.64283,0.00752,2086.0,90.08,0.0,0.053552315,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ACTI-22,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,3.0,2964092.0,1.0,1598372.0,2.0,1163606.0,1598372.0,0.70401,0.00071,2742.0,94.39,0.0,0.1669763,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-ARMA-1,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,30.0,2297223.0,7.0,86427.0,22.0,35171.0,421141.0,0.65592,0.00769,2041.0,55.46,0.925,0.015622102,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-1,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,8.0,2866122.0,1.0,1609515.0,3.0,125063.0,1609515.0,0.38976,0.0057,2375.0,97.61,0.0,1.2161605,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__OLB10;s__OLB10,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-2,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,18.0,2310451.0,3.0,359309.0,6.0,127212.0,519855.0,0.43706,0.01559,1914.0,74.92,0.873,0.018977739,0.0,1.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__UBA1064;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-3,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,17.0,2912574.0,3.0,463949.0,10.0,85935.0,603397.0,0.38255,0.00928,2418.0,95.01,0.714,0.08260265,0.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__UBA1064;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-4,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,27.0,2124741.0,6.0,111099.0,19.0,40035.0,360217.0,0.40582,0.00887,1701.0,55.71,0.714,0.015881747,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-5,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,29.0,2209874.0,7.0,100465.0,20.0,45019.0,350611.0,0.40492,0.00966,1768.0,61.42,0.476,0.016034033,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-6,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,53.0,2354496.0,11.0,65726.0,30.0,36241.0,164748.0,0.4044,0.01448,1932.0,59.47,1.111,0.015997477,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-7,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,13.0,3702669.0,3.0,427571.0,9.0,157324.0,741509.0,0.41277,0.01092,2913.0,94.62,0.806,0.30479512,3.0,0.0,3.0,0.0,3.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-8,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,26.0,2155344.0,5.0,156391.0,12.0,76807.0,295754.0,0.40845,0.01356,1785.0,66.66,1.075,0.20110309,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-9,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,43.0,1253452.0,7.0,54850.0,23.0,15518.0,226834.0,0.3812,0.0112,1170.0,65.81,1.612,0.036942456,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-10,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,35.0,2253517.0,10.0,80329.0,25.0,35327.0,185071.0,0.43827,0.01119,1827.0,68.54,1.075,0.052433535,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA1181;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-11,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,29.0,2367028.0,6.0,111789.0,17.0,50278.0,392956.0,0.50089,0.01406,1952.0,65.51,0.0,0.020588262,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__SR-FBR-E99;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-12,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,98.0,2061576.0,12.0,59863.0,43.0,10306.0,153836.0,0.48192,0.01985,1878.0,56.15,1.97,0.70582956,1.0,0.0,1.0,0.0,1.0,2.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-13,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,15.0,1574403.0,3.0,201174.0,9.0,53333.0,461208.0,0.48711,0.00703,1403.0,57.14,0.0,0.76629186,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__UBA11426,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-14,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,13.0,2882639.0,3.0,501798.0,8.0,105690.0,666574.0,0.48615,0.00652,2483.0,90.14,0.164,0.9647056,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__UBA11426,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-15,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,10.0,3116825.0,1.0,1561999.0,6.0,120910.0,1561999.0,0.3978,0.00828,2746.0,85.71,0.519,0.042833205,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-16,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,27.0,3742207.0,1.0,3318394.0,2.0,218076.0,3318394.0,0.43385,0.01975,3396.0,97.83,0.492,0.026948288,0.0,2.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella_B;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-17,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,14.0,2982287.0,3.0,369262.0,9.0,103361.0,737425.0,0.42543,0.00739,2715.0,95.07,0.492,0.060338568,0.0,2.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella_B;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-18,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,23.0,2285196.0,4.0,261830.0,10.0,47337.0,369211.0,0.30722,0.01471,2077.0,81.03,1.724,0.3210797,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-19,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,15.0,3194509.0,1.0,2146812.0,3.0,427295.0,2146812.0,0.30364,0.01122,2813.0,98.76,0.509,0.071750194,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-20,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,17.0,2814509.0,3.0,303054.0,11.0,79544.0,784088.0,0.39445,0.012,2377.0,78.48,0.985,0.029458145,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-21,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,58.0,3424113.0,16.0,76365.0,43.0,33773.0,171705.0,0.49659,0.01238,2677.0,56.84,0.0,0.01854382,1.0,0.0,0.0,0.0,0.0,1.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-22,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,16.0,8848509.0,2.0,1314805.0,6.0,392142.0,4122043.0,0.53294,0.0121,6597.0,97.47,4.713,0.38839763,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-23,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,2.0,9769659.0,1.0,5242092.0,2.0,4527567.0,5242092.0,0.53495,0.00025,7347.0,100.0,2.609,0.47092077,2.0,1.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-24,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,150.0,6138162.0,28.0,60075.0,88.0,23244.0,242966.0,0.52875,0.01768,4731.0,66.41,8.08,0.045567922,0.0,0.0,0.0,0.0,0.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-25,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,50.0,10052030.0,8.0,411055.0,21.0,183232.0,933562.0,0.55664,0.0127,7715.0,92.92,3.468,0.19654888,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-26,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,39.0,7904524.0,7.0,374310.0,20.0,121417.0,801921.0,0.52692,0.01283,5974.0,92.92,1.851,0.0500796,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-27,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,26.0,5514324.0,5.0,375775.0,16.0,108935.0,838803.0,0.46945,0.01549,4674.0,94.16,3.3,0.13829572,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-28,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,33.0,7174201.0,6.0,292618.0,20.0,103882.0,1158171.0,0.54139,0.00719,5243.0,95.45,4.208,0.25271073,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-29,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,9.0,4367444.0,2.0,924176.0,5.0,223448.0,2138718.0,0.52844,0.00637,3283.0,72.22,1.094,0.01758075,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-30,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,28.0,6727194.0,6.0,416845.0,14.0,238396.0,998232.0,0.5513,0.01284,4940.0,97.47,2.356,0.063860774,1.0,0.0,2.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-31,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,52.0,4517696.0,11.0,125400.0,33.0,58874.0,316674.0,0.53971,0.01396,3503.0,80.69,0.495,0.030162709,1.0,0.0,1.0,1.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-32,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,30.0,7885710.0,3.0,1340046.0,9.0,188629.0,1619551.0,0.51409,0.01349,6175.0,96.46,2.794,0.117803454,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-33,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,14.0,3416913.0,3.0,517466.0,7.0,204726.0,738871.0,0.36538,0.00651,2839.0,92.49,0.99,0.055954926,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-34,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,13.0,4434067.0,3.0,711163.0,7.0,262866.0,970842.0,0.53875,0.01534,3533.0,98.51,1.485,0.19796114,1.0,0.0,2.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-35,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,99.0,4348109.0,12.0,126332.0,45.0,17819.0,315514.0,0.5083,0.0171,3246.0,65.48,0.0,0.058838937,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-36,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,11.0,5713366.0,1.0,3939818.0,3.0,641586.0,3939818.0,0.4786,0.0197,4564.0,95.81,2.832,0.2924003,1.0,0.0,2.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-37,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,2.0,6775555.0,1.0,4696174.0,2.0,2079381.0,4696174.0,0.4324,0.001,5201.0,99.5,2.475,0.53408724,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-38,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,24.0,2864599.0,5.0,211096.0,14.0,76203.0,421117.0,0.36503,0.01034,2456.0,88.28,0.495,0.032069027,1.0,0.0,1.0,0.0,1.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-39,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,54.0,9354928.0,3.0,1151603.0,11.0,165033.0,2281738.0,0.51889,0.03064,7523.0,98.98,3.619,0.17457576,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-40,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,31.0,7065689.0,4.0,637823.0,12.0,166070.0,1167048.0,0.5079,0.02235,5275.0,96.53,0.247,0.053786952,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
HK-STAS-BACT-41,custom,,,,,,,,,,,,,,,,,,Liu_et_al,,,,,,,,,,,,,,,,,,31.0,5366278.0,5.0,408925.0,15.0,80075.0,842567.0,0.54211,0.01174,4082.0,96.03,0.495,0.029523768,2.0,0.0,2.0,0.0,2.0,0.0,No,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,,,,,,,,,,,,,,,,,,,
